Staff ID,Job_ID,Job_Location,Job_Priority,Skill_Match,Satisfaction Score,Distance_km,Job_Hours,Total_Cost
S00782,J0782,Manchester,3,0.87,4.84,271,5,236.95
S00194,J0194,Newcastle,3,0.58,2.83,168,6,237.6
S00717,J0717,London,3,0.97,1.64,43,8,243.35
S00330,J0330,Newcastle,3,0.58,1.97,76,7,244.2
S00350,J0350,Sheffield,3,0.57,4.91,65,6,245.25
S00584,J0584,Liverpool,3,0.58,3.07,212,6,245.4
S00998,J0998,Manchester,3,0.83,2.49,167,4,247.15
S00236,J0236,Sheffield,3,0.82,3.38,61,5,247.45
S00869,J0869,Birmingham,3,0.84,4.13,179,7,248.55
S00377,J0377,Manchester,3,0.55,1.47,42,10,248.9
S00719,J0719,Leeds,3,0.76,1.28,188,4,252.6
S00421,J0421,London,3,0.6,2.99,262,5,252.9
S00405,J0405,Sheffield,3,0.64,4.47,185,5,253.25
S00271,J0271,Nottingham,3,0.62,1.26,163,5,253.35
S00161,J0161,Nottingham,3,0.55,2.44,150,6,253.5
S00563,J0563,Newcastle,3,0.71,1.27,198,5,254.1
S00836,J0836,Newcastle,3,0.61,4.51,176,5,254.2
S00355,J0355,Newcastle,3,0.97,1.99,7,7,255.15
S00808,J0808,Leeds,3,0.88,1.07,145,8,257.25
S00637,J0637,Liverpool,3,0.96,2.6,272,5,257.4
S00616,J0616,Glasgow,3,0.93,3.44,163,5,258.35
S00237,J0237,Bristol,3,0.89,1.04,16,9,259.2
S00208,J0208,Glasgow,3,0.91,3.71,40,9,261.0
S00817,J0817,Nottingham,3,0.68,3.89,140,9,261.0
S00967,J0967,Manchester,3,0.75,4.05,146,7,261.7
S00394,J0394,Glasgow,3,0.56,2.43,293,5,266.85
S00384,J0384,Sheffield,3,0.68,2.49,85,7,269.25
S00948,J0948,Newcastle,3,0.56,2.31,148,7,269.6
S00818,J0818,London,3,0.86,3.14,148,6,270.6
S00633,J0633,Manchester,3,0.51,3.33,247,5,271.15
S00592,J0592,Birmingham,3,0.62,2.39,16,8,271.2
S00224,J0224,Sheffield,3,0.92,3.06,43,6,271.35
S00601,J0601,Newcastle,3,0.95,3.41,123,7,272.35
S00595,J0595,Bristol,3,0.63,1.82,126,7,273.7
S00921,J0921,Glasgow,3,0.91,4.04,204,7,273.8
S00748,J0748,Birmingham,3,0.69,4.44,73,11,274.85
S00596,J0596,Manchester,3,0.64,2.93,151,5,277.95
S00954,J0954,Leeds,3,0.57,1.16,122,8,278.9
S00774,J0774,London,3,0.77,1.89,69,8,279.05
S00509,J0509,Bristol,3,0.9,4.43,178,10,280.1
S00487,J0487,Birmingham,3,0.63,2.19,88,11,281.6
S00277,J0277,Birmingham,3,0.65,1.23,297,4,281.65
S00974,J0974,Leeds,3,0.5,3.35,253,6,281.85
S00759,J0759,Glasgow,3,0.89,1.92,77,8,282.65
S00860,J0860,Manchester,3,0.97,3.65,23,7,283.35
S00652,J0652,Bristol,3,0.91,1.04,45,6,284.25
S00841,J0841,Bristol,3,0.94,3.59,281,5,286.45
S00936,J0936,Bristol,3,0.97,4.59,154,10,289.3
S00325,J0325,Glasgow,3,0.99,1.2,157,11,290.65
S00660,J0660,Liverpool,3,0.8,4.51,32,7,294.4
S00052,J0052,Leeds,3,0.59,2.76,122,8,294.9
S00154,J0154,Bristol,3,0.96,1.25,158,8,295.1
S00123,J0123,Sheffield,3,0.69,2.43,199,9,296.55
S00757,J0757,Liverpool,3,0.52,1.72,180,6,297.0
S00383,J0383,Glasgow,3,0.56,4.04,288,4,297.6
S00772,J0772,London,3,0.62,2.42,217,8,297.65
S00627,J0627,Birmingham,3,0.91,1.81,254,8,298.3
S00576,J0576,London,3,0.98,2.67,208,5,298.6
S00337,J0337,Bristol,3,0.89,3.28,245,7,299.25
S00939,J0939,Sheffield,3,0.78,4.6,212,5,300.4
S00816,J0816,Nottingham,3,0.96,1.04,295,7,300.75
S00251,J0251,Leeds,3,0.55,1.48,30,8,301.5
S00404,J0404,Newcastle,3,0.67,1.7,49,10,302.05
S00777,J0777,Nottingham,3,1.0,1.98,147,7,304.15
S00706,J0706,Manchester,3,0.94,1.09,210,7,304.5
S00431,J0431,Glasgow,3,0.75,3.03,237,9,304.65
S00418,J0418,Liverpool,3,0.64,2.68,162,8,304.9
S00949,J0949,Birmingham,3,0.52,3.99,34,10,305.3
S00171,J0171,London,3,1.0,1.36,121,7,306.45
S00710,J0710,Bristol,3,0.7,2.96,246,7,306.7
S00918,J0918,Liverpool,3,0.7,3.65,153,7,306.85
S00929,J0929,Sheffield,3,0.8,1.13,262,7,306.9
S00488,J0488,Leeds,3,0.52,3.86,266,7,308.7
S00610,J0610,Liverpool,3,0.81,2.07,206,7,309.7
S00560,J0560,Leeds,3,0.77,2.34,120,8,310.0
S00031,J0031,Birmingham,3,0.68,2.93,214,9,312.3
S00184,J0184,Birmingham,3,0.66,3.81,68,11,316.6
S00548,J0548,Liverpool,3,0.91,3.5,84,8,317.8
S00370,J0370,Leeds,3,0.81,4.39,174,10,318.3
S00964,J0964,London,3,0.82,1.06,276,5,319.2
S00443,J0443,Leeds,3,0.66,2.7,200,10,320.0
S00989,J0989,Glasgow,3,0.56,4.92,295,9,321.75
S00439,J0439,Nottingham,3,0.98,1.61,64,8,324.8
S00905,J0905,Nottingham,3,0.73,4.18,236,11,326.2
S00134,J0134,Manchester,3,0.71,3.86,206,10,332.7
S00203,J0203,Newcastle,3,0.79,1.85,156,6,334.2
S00987,J0987,Liverpool,3,0.7,1.85,170,6,334.5
S00732,J0732,Birmingham,3,0.58,2.42,294,6,336.3
S00253,J0253,Nottingham,3,0.85,1.07,292,9,338.4
S00045,J0045,Liverpool,3,0.59,4.31,154,10,339.3
S00994,J0994,Sheffield,3,0.73,1.21,71,10,341.95
S00520,J0520,Leeds,3,0.56,1.1,240,9,342.0
S00787,J0787,Birmingham,3,0.87,3.16,286,8,344.7
S00445,J0445,Manchester,3,0.74,1.51,223,7,345.35
S00034,J0034,Sheffield,3,0.6,2.5,255,11,345.75
S00408,J0408,Birmingham,3,0.69,3.33,159,9,350.55
S00257,J0257,Birmingham,3,0.8,2.39,286,7,352.7
S00581,J0581,Nottingham,3,0.73,2.73,255,7,352.75
S00392,J0392,London,3,0.88,2.0,44,9,352.8
S00960,J0960,Bristol,3,0.84,3.26,88,9,354.6
S00139,J0139,Leeds,3,0.61,1.57,132,7,360.4
S00333,J0333,Sheffield,3,0.81,4.81,247,7,363.15
S00814,J0814,Newcastle,3,0.72,3.75,243,8,365.35
S00864,J0864,Liverpool,3,0.85,4.09,206,7,365.7
S00090,J0090,Birmingham,3,0.81,2.95,58,11,367.1
S00935,J0935,London,3,0.54,2.29,268,8,368.6
S00095,J0095,Glasgow,3,0.55,2.4,55,8,368.75
S00362,J0362,Newcastle,3,0.84,1.05,102,9,369.9
S00075,J0075,Glasgow,3,0.81,3.71,170,9,373.5
S00160,J0160,Newcastle,3,0.8,1.41,79,9,377.55
S00809,J0809,Glasgow,3,0.75,4.17,279,6,377.55
S00523,J0523,Liverpool,3,0.74,3.81,170,9,382.5
S00521,J0521,Liverpool,3,0.71,4.36,232,7,384.4
S00212,J0212,Sheffield,3,0.6,3.61,248,11,386.6
S00649,J0649,London,3,0.93,2.03,18,10,388.1
S00011,J0011,Nottingham,3,0.91,2.58,218,9,395.1
S00725,J0725,Leeds,3,0.55,1.44,12,10,395.4
S00806,J0806,Leeds,3,0.76,3.03,275,8,395.75
S00079,J0079,Bristol,3,0.69,3.95,135,8,396.75
S00256,J0256,Bristol,3,0.8,3.07,203,9,397.35
S00653,J0653,Birmingham,3,0.52,3.36,115,10,401.75
S00089,J0089,Birmingham,3,0.91,1.35,259,11,402.55
S00018,J0018,Newcastle,3,0.75,3.89,59,9,404.55
S00942,J0942,Nottingham,3,0.95,4.38,125,10,406.25
S00201,J0201,London,3,0.58,4.29,59,10,406.55
S00189,J0189,Sheffield,3,0.55,1.19,286,8,408.7
S00928,J0928,Nottingham,3,0.86,2.04,176,11,409.2
S00149,J0149,Bristol,3,0.66,1.0,205,8,428.25
S00429,J0429,Manchester,3,0.95,1.28,159,10,431.55
S00622,J0622,London,3,0.72,1.42,156,11,433.2
S00127,J0127,Liverpool,3,0.97,3.01,297,7,434.65
S00141,J0141,Sheffield,3,0.83,2.09,213,11,436.85
S00477,J0477,Bristol,3,0.71,1.31,292,10,441.4
S00762,J0762,Glasgow,3,0.77,1.01,163,10,443.35
S00131,J0131,Sheffield,3,0.77,1.29,57,10,445.65
S00889,J0889,Nottingham,3,0.7,2.9,150,10,447.5
S00058,J0058,Newcastle,3,0.83,3.04,145,11,450.25
S00013,J0013,Birmingham,3,0.98,2.9,261,9,450.45
S00482,J0482,Liverpool,3,0.72,3.34,31,11,453.95
S00474,J0474,Manchester,3,0.56,2.57,289,9,454.05
S00938,J0938,London,3,0.56,2.3,291,9,454.95
S00056,J0056,Manchester,3,0.9,4.53,261,10,457.45
S00704,J0704,Manchester,3,0.88,2.17,165,11,459.25
S00050,J0050,Birmingham,3,0.62,1.44,181,11,466.45
S00807,J0807,Bristol,3,0.55,2.68,281,11,467.45
S00407,J0407,Glasgow,3,0.9,4.8,195,9,474.75
S00959,J0959,Newcastle,3,0.56,4.13,153,10,478.85
S00213,J0213,Leeds,3,0.94,3.95,205,9,479.25
S00716,J0716,Birmingham,3,0.88,2.04,189,11,481.05
S00724,J0724,London,3,0.8,3.74,238,11,481.1
S00114,J0114,London,3,0.72,4.72,116,10,482.2
S00933,J0933,London,3,0.67,1.16,290,11,482.5
S00558,J0558,Bristol,3,0.99,2.41,237,11,491.65
S00495,J0495,London,3,0.83,4.31,285,9,506.25
S00274,J0274,Birmingham,3,0.9,2.94,192,10,506.4
S00502,J0502,London,3,0.68,4.45,76,11,507.2
S00398,J0398,Bristol,3,0.97,4.67,172,10,507.4
S00803,J0803,Glasgow,3,0.52,2.57,296,11,518.2
S00968,J0968,Glasgow,3,0.69,1.16,296,11,518.2
S00578,J0578,Bristol,3,0.85,1.41,182,11,543.9
S00582,J0582,London,2,0.57,4.92,11,4,100.95
S00833,J0833,Newcastle,2,0.63,4.61,40,5,133.0
S00580,J0580,Bristol,2,0.96,2.11,115,4,135.75
S00545,J0545,Manchester,2,0.52,3.69,80,4,136.0
S00997,J0997,Nottingham,2,0.52,3.71,77,4,138.65
S00255,J0255,Birmingham,2,0.74,4.09,20,7,149.0
S00332,J0332,Glasgow,2,0.52,1.79,67,4,150.15
S00121,J0121,Glasgow,2,0.52,4.92,15,6,150.75
S00319,J0319,Manchester,2,0.64,3.19,65,4,161.25
S00819,J0819,Birmingham,2,0.95,4.34,110,5,164.5
S00648,J0648,Newcastle,2,0.86,2.74,91,4,164.95
S00559,J0559,Leeds,2,0.81,3.49,81,4,168.45
S00331,J0331,Sheffield,2,0.93,4.84,152,4,172.4
S00441,J0441,Manchester,2,0.56,3.16,41,5,173.45
S00671,J0671,London,2,0.75,3.69,84,6,175.8
S00786,J0786,Sheffield,2,0.73,2.72,89,4,176.05
S00913,J0913,Nottingham,2,0.64,1.76,53,5,178.85
S00000,J0000,Sheffield,2,0.58,1.56,115,5,181.75
S00062,J0062,Manchester,2,0.59,2.91,162,4,184.9
S00804,J0804,Bristol,2,0.98,4.58,207,4,185.15
S00612,J0612,Glasgow,2,0.72,4.86,39,4,189.55
S00746,J0746,Glasgow,2,0.57,3.01,146,6,191.7
S00186,J0186,Liverpool,2,0.63,1.42,197,5,198.65
S00593,J0593,Birmingham,2,0.89,2.59,29,6,205.05
S00334,J0334,Glasgow,2,0.78,4.98,111,8,209.95
S00422,J0422,Liverpool,2,0.95,1.82,210,4,210.5
S00183,J0183,London,2,0.53,4.8,50,5,212.5
S00877,J0877,Liverpool,2,0.55,1.68,297,4,217.65
S00082,J0082,Nottingham,2,0.75,1.57,166,4,218.7
S00953,J0953,Glasgow,2,0.84,1.97,108,4,220.6
S00463,J0463,Nottingham,2,0.56,2.69,37,6,220.65
S00503,J0503,Leeds,2,0.53,2.1,64,6,220.8
S00645,J0645,Liverpool,2,0.65,1.37,12,8,221.4
S00230,J0230,Leeds,2,0.88,1.08,106,6,221.7
S00749,J0749,Liverpool,2,0.69,3.71,94,6,222.3
S00857,J0857,Newcastle,2,0.82,3.84,72,5,222.4
S00872,J0872,Leeds,2,0.77,3.07,230,4,223.5
S00891,J0891,Leeds,2,0.58,2.08,129,8,226.05
S00464,J0464,Glasgow,2,0.88,2.21,138,5,227.1
S00231,J0231,London,2,0.92,1.5,16,10,227.2
S00815,J0815,Manchester,2,0.8,2.01,160,4,228.0
S00597,J0597,Bristol,2,0.74,2.07,59,6,230.55
S00260,J0260,Manchester,2,0.82,2.2,274,4,231.3
S00943,J0943,Nottingham,2,0.97,2.0,59,10,236.55
S00163,J0163,Leeds,2,0.78,4.37,46,6,236.7
S00585,J0585,Newcastle,2,0.59,1.72,26,9,236.7
S00969,J0969,Liverpool,2,0.93,4.35,155,8,237.75
S00461,J0461,London,2,0.65,3.97,11,6,238.95
S00779,J0779,Glasgow,2,0.91,2.56,228,5,247.6
S00007,J0007,Sheffield,2,0.66,3.49,96,5,248.2
S00986,J0986,Glasgow,2,0.52,3.11,46,10,250.7
S00698,J0698,Manchester,2,0.93,2.71,5,10,252.25
S00824,J0824,Leeds,2,0.9,4.17,136,6,253.2
S00895,J0895,London,2,0.92,1.86,192,8,254.4
S00084,J0084,Nottingham,2,0.57,4.08,59,6,254.55
S00113,J0113,Birmingham,2,0.99,4.21,151,7,256.95
S00714,J0714,Sheffield,2,0.82,2.64,221,8,259.45
S00029,J0029,Leeds,2,0.51,2.85,79,7,259.55
S00707,J0707,Birmingham,2,0.51,2.2,16,8,263.2
S00218,J0218,Manchester,2,0.81,1.8,133,5,264.85
S00618,J0618,Liverpool,2,0.92,2.08,297,6,265.65
S00276,J0276,London,2,0.87,2.9,135,5,265.75
S00873,J0873,London,2,0.82,1.56,165,8,266.25
S00010,J0010,Leeds,2,0.95,1.81,33,7,266.85
S00004,J0004,Sheffield,2,0.97,2.61,297,5,268.65
S00289,J0289,London,2,0.99,3.49,38,6,269.1
S00798,J0798,Sheffield,2,0.87,1.47,25,6,269.25
S00480,J0480,Leeds,2,0.6,1.67,88,10,269.6
S00628,J0628,Newcastle,2,0.64,3.35,121,8,270.45
S00701,J0701,Newcastle,2,0.69,4.75,202,9,270.9
S00419,J0419,Sheffield,2,0.66,4.12,43,9,271.35
S00104,J0104,Nottingham,2,0.91,3.0,124,8,271.8
S00106,J0106,Birmingham,2,0.69,3.83,186,7,272.7
S00456,J0456,Manchester,2,0.91,1.01,289,4,274.05
S00455,J0455,Glasgow,2,0.51,1.92,179,5,275.55
S00264,J0264,Bristol,2,0.99,1.09,180,6,279.0
S00166,J0166,Glasgow,2,0.64,4.57,21,8,281.45
S00266,J0266,London,2,0.91,4.13,86,9,281.7
S00414,J0414,Leeds,2,0.59,2.41,253,8,281.85
S00235,J0235,Liverpool,2,0.69,3.12,21,7,282.45
S00876,J0876,Newcastle,2,0.5,3.97,154,7,286.3
S00338,J0338,Nottingham,2,0.54,2.04,263,4,286.35
S00150,J0150,Birmingham,2,0.56,3.04,250,6,286.5
S00788,J0788,Sheffield,2,0.57,3.79,121,9,288.45
S00216,J0216,Nottingham,2,0.87,2.58,205,9,290.25
S00865,J0865,Newcastle,2,0.55,3.19,150,8,291.5
S00685,J0685,Manchester,2,0.54,2.48,208,9,291.6
S00164,J0164,London,2,0.69,2.25,45,8,292.25
S00318,J0318,Nottingham,2,0.51,2.84,297,5,293.65
S00516,J0516,Liverpool,2,0.69,1.65,157,7,294.65
S00673,J0673,Bristol,2,0.56,4.81,270,7,296.5
S00961,J0961,London,2,0.97,2.25,235,6,297.75
S00389,J0389,Sheffield,2,0.94,3.31,190,5,300.5
S00133,J0133,Newcastle,2,0.53,1.97,85,8,302.25
S00486,J0486,London,2,0.92,3.41,25,7,305.25
S00500,J0500,Bristol,2,0.93,3.78,212,5,305.4
S00830,J0830,Bristol,2,0.65,1.3,163,6,307.35
S00797,J0797,Glasgow,2,0.52,3.42,47,8,309.15
S00033,J0033,Birmingham,2,0.78,3.35,132,10,309.4
S00483,J0483,Bristol,2,0.79,4.81,199,10,309.55
S00947,J0947,Newcastle,2,0.84,5.0,7,7,311.15
S00726,J0726,Nottingham,2,0.92,2.16,133,6,311.85
S00485,J0485,Birmingham,2,0.9,2.06,96,10,313.2
S00041,J0041,Manchester,2,0.59,3.31,165,8,314.25
S00241,J0241,Birmingham,2,0.5,3.71,153,6,314.85
S00661,J0661,Newcastle,2,0.77,3.95,70,11,317.5
S00361,J0361,Glasgow,2,0.54,3.0,72,11,318.4
S00511,J0511,Bristol,2,0.95,3.91,203,6,319.35
S00225,J0225,Glasgow,2,0.92,2.07,295,7,321.75
S00566,J0566,Glasgow,2,0.79,2.73,178,9,323.1
S00381,J0381,Nottingham,2,0.65,4.97,41,11,326.45
S00665,J0665,Liverpool,2,0.87,2.08,168,6,327.6
S00063,J0063,Glasgow,2,0.69,3.75,289,9,328.05
S00614,J0614,Glasgow,2,0.8,3.7,211,9,328.95
S00036,J0036,Bristol,2,0.74,1.81,186,6,329.7
S00855,J0855,London,2,0.52,3.89,158,10,331.1
S00977,J0977,Nottingham,2,0.78,4.03,158,9,332.1
S00178,J0178,Manchester,2,0.61,1.67,272,6,332.4
S00142,J0142,Bristol,2,0.51,2.99,119,8,333.55
S00705,J0705,Manchester,2,0.55,2.78,183,6,334.35
S00962,J0962,Liverpool,2,0.63,3.62,292,5,336.4
S00115,J0115,Liverpool,2,0.52,2.62,40,11,337.0
S00202,J0202,Bristol,2,0.55,4.4,115,9,339.75
S00021,J0021,London,2,0.89,1.52,206,8,340.7
S00074,J0074,Nottingham,2,0.92,4.99,226,6,341.7
S00120,J0120,Glasgow,2,0.55,3.56,201,11,343.45
S00158,J0158,Glasgow,2,0.52,3.96,219,7,343.55
S00914,J0914,Bristol,2,0.78,3.78,134,8,348.3
S00925,J0925,Bristol,2,0.55,2.47,263,10,348.35
S00103,J0103,Sheffield,2,0.89,1.31,292,5,351.4
S00086,J0086,Birmingham,2,0.93,4.06,182,9,351.9
S00542,J0542,Nottingham,2,0.56,2.24,183,8,354.35
S00908,J0908,Birmingham,2,0.82,2.06,77,8,354.65
S00587,J0587,Liverpool,2,0.72,1.45,131,8,354.95
S00626,J0626,Leeds,2,0.64,4.53,109,9,355.05
S00188,J0188,Newcastle,2,0.86,3.58,296,6,355.2
S00354,J0354,Glasgow,2,0.65,3.87,220,6,357.0
S00198,J0198,Manchester,2,0.87,1.21,236,7,358.2
S00731,J0731,Manchester,2,0.55,2.43,179,8,360.55
S00547,J0547,Manchester,2,0.64,2.0,164,9,361.8
S00284,J0284,Newcastle,2,0.87,1.3,165,9,362.25
S00538,J0538,Glasgow,2,0.77,2.59,293,8,363.85
S00357,J0357,Glasgow,2,0.59,3.67,231,7,369.95
S00829,J0829,Liverpool,2,0.82,2.87,43,9,370.35
S00586,J0586,Glasgow,2,0.97,4.88,7,10,373.15
S00763,J0763,Bristol,2,0.58,3.87,102,8,373.9
S00070,J0070,Nottingham,2,0.84,2.12,179,7,374.55
S00244,J0244,Newcastle,2,0.58,4.09,202,9,378.9
S00727,J0727,Liverpool,2,0.77,2.24,268,6,384.6
S00625,J0625,Liverpool,2,0.52,3.95,100,10,385.0
S00708,J0708,Manchester,2,0.69,3.01,280,9,387.0
S00409,J0409,Liverpool,2,0.73,2.75,192,7,387.4
S00525,J0525,Bristol,2,0.71,2.75,121,8,390.45
S00470,J0470,Sheffield,2,0.91,4.61,8,9,390.6
S00148,J0148,Leeds,2,0.95,2.27,285,6,392.25
S00846,J0846,Liverpool,2,0.67,4.99,275,9,393.75
S00742,J0742,Bristol,2,0.7,4.51,293,8,395.85
S00387,J0387,Glasgow,2,0.75,4.67,228,9,399.6
S00173,J0173,London,2,0.66,2.98,291,10,400.95
S00068,J0068,Sheffield,2,0.9,2.43,261,8,405.45
S00151,J0151,Sheffield,2,0.74,1.19,282,7,406.9
S00674,J0674,London,2,0.58,4.35,261,10,407.45
S00286,J0286,Manchester,2,0.98,1.9,112,9,410.4
S00228,J0228,Glasgow,2,0.88,2.52,112,11,413.4
S00479,J0479,Bristol,2,0.87,3.84,179,8,416.55
S00730,J0730,Liverpool,2,0.78,3.14,90,9,427.5
S00735,J0735,Sheffield,2,0.99,2.23,222,10,429.9
S00567,J0567,Birmingham,2,0.83,3.74,126,11,430.7
S00080,J0080,Sheffield,2,0.63,4.34,292,10,441.4
S00852,J0852,Leeds,2,1.0,1.27,156,11,444.2
S00577,J0577,Birmingham,2,0.51,4.0,268,9,444.6
S00498,J0498,Bristol,2,0.54,2.85,278,10,445.1
S00609,J0609,Nottingham,2,0.74,3.59,135,11,445.75
S00117,J0117,Sheffield,2,0.87,2.29,192,10,446.4
S00988,J0988,Leeds,2,0.97,4.98,86,10,448.7
S00980,J0980,Leeds,2,0.69,2.56,147,11,451.15
S00620,J0620,Leeds,2,0.64,4.46,224,11,452.8
S00446,J0446,Birmingham,2,0.56,4.06,196,9,466.2
S00378,J0378,Glasgow,2,0.93,2.16,255,11,466.75
S00544,J0544,Bristol,2,0.63,4.49,45,11,471.25
S00867,J0867,Newcastle,2,0.86,4.07,246,10,480.7
S00638,J0638,Sheffield,2,0.58,4.36,135,10,490.75
S00304,J0304,Birmingham,2,0.97,1.25,243,10,499.35
S00518,J0518,Birmingham,2,0.61,3.94,210,10,504.5
S00850,J0850,Manchester,2,1.0,2.4,174,11,507.3
S00871,J0871,London,2,0.65,4.21,112,11,512.4
S00459,J0459,Birmingham,2,0.99,1.9,255,10,514.75
S00023,J0023,Newcastle,2,0.8,1.5,158,11,522.1
S00712,J0712,London,2,0.76,1.42,255,10,534.75
S00887,J0887,Glasgow,2,0.61,3.53,267,10,560.15
S00469,J0469,Bristol,2,0.63,2.48,289,11,570.05
S00679,J0679,Nottingham,1,0.91,1.8,5,4,98.25
S00348,J0348,Manchester,1,0.75,4.84,24,4,118.8
S00573,J0573,Nottingham,1,0.52,3.69,77,4,122.65
S00448,J0448,London,1,0.66,2.67,16,6,127.2
S00785,J0785,Birmingham,1,0.9,2.66,7,6,129.15
S00562,J0562,Birmingham,1,0.64,2.62,107,4,136.15
S00217,J0217,Sheffield,1,0.91,3.85,21,4,137.45
S00738,J0738,Leeds,1,0.55,2.31,30,4,145.5
S00340,J0340,Sheffield,1,0.87,3.37,9,6,154.05
S00743,J0743,Birmingham,1,0.66,1.41,5,7,156.25
S00662,J0662,Birmingham,1,0.95,1.05,167,4,159.15
S00640,J0640,London,1,0.86,3.69,22,5,159.9
S00137,J0137,Liverpool,1,0.95,3.21,63,5,163.35
S00492,J0492,Nottingham,1,0.5,3.04,19,4,164.55
S00436,J0436,Nottingham,1,0.91,3.77,78,4,171.1
S00944,J0944,Birmingham,1,0.71,3.31,16,4,171.2
S00400,J0400,Liverpool,1,0.88,3.02,63,4,176.35
S00376,J0376,Leeds,1,0.61,3.65,128,4,177.6
S00467,J0467,Manchester,1,0.83,4.27,30,5,178.5
S00078,J0078,London,1,0.52,1.06,59,4,186.55
S00472,J0472,Glasgow,1,0.76,4.94,43,7,187.35
S00130,J0130,Leeds,1,0.71,3.5,230,4,187.5
S00505,J0505,Newcastle,1,0.7,1.78,97,6,187.65
S00899,J0899,Sheffield,1,0.61,1.75,106,4,187.7
S00462,J0462,Glasgow,1,0.96,4.39,33,7,189.85
S00504,J0504,Bristol,1,0.88,4.23,149,5,192.05
S00686,J0686,Newcastle,1,0.7,4.68,169,4,192.05
S00343,J0343,Leeds,1,0.94,4.92,51,7,197.95
S00051,J0051,London,1,0.61,4.42,152,4,200.4
S00909,J0909,Birmingham,1,0.76,4.76,140,6,201.0
S00570,J0570,Manchester,1,0.74,2.5,127,4,201.15
S00574,J0574,Bristol,1,0.93,3.53,227,4,202.15
S00723,J0723,Glasgow,1,0.9,4.26,130,6,202.5
S00514,J0514,Birmingham,1,0.5,2.99,50,6,208.5
S00820,J0820,Glasgow,1,0.73,4.29,162,4,208.9
S00955,J0955,London,1,0.63,2.64,9,5,209.05
S00690,J0690,London,1,0.73,2.47,211,5,209.95
S00388,J0388,Liverpool,1,0.67,4.8,119,6,215.55
S00602,J0602,Newcastle,1,0.5,1.31,187,6,216.15
S00359,J0359,London,1,0.86,3.26,124,6,217.8
S00395,J0395,London,1,0.83,3.63,266,5,219.7
S00883,J0883,Nottingham,1,0.74,3.39,81,8,220.45
S00995,J0995,Glasgow,1,0.79,2.82,11,9,220.95
S00363,J0363,Newcastle,1,0.77,1.04,271,4,221.95
S00242,J0242,Leeds,1,0.59,2.25,85,8,222.25
S00475,J0475,Nottingham,1,0.54,3.36,161,5,222.45
S00752,J0752,Glasgow,1,1.0,3.99,67,5,230.15
S00667,J0667,Liverpool,1,0.82,1.25,14,9,231.3
S00481,J0481,Glasgow,1,0.81,4.12,26,6,233.7
S00371,J0371,Newcastle,1,0.61,3.92,13,6,233.85
S00205,J0205,Leeds,1,0.72,2.89,73,5,237.85
S00965,J0965,Leeds,1,1.0,4.06,42,6,240.9
S00996,J0996,Glasgow,1,0.54,3.7,18,6,242.1
S00083,J0083,London,1,0.63,4.01,91,7,243.95
S00775,J0775,Birmingham,1,0.58,3.08,80,7,246.0
S00270,J0270,Leeds,1,0.87,2.21,18,10,248.1
S00750,J0750,Liverpool,1,0.74,4.35,224,5,250.8
S00347,J0347,Sheffield,1,0.81,4.77,103,5,251.35
S00102,J0102,Sheffield,1,0.63,2.2,82,9,252.9
S00672,J0672,Liverpool,1,0.57,1.32,97,5,253.65
S00372,J0372,Leeds,1,0.92,1.38,44,6,253.8
S00329,J0329,Bristol,1,0.63,4.42,63,6,256.35
S00780,J0780,Sheffield,1,0.6,1.94,295,4,256.75
S00543,J0543,Glasgow,1,0.53,2.16,92,6,257.4
S00273,J0273,Sheffield,1,0.53,1.99,112,6,260.4
S00101,J0101,London,1,0.97,3.09,92,10,261.4
S00636,J0636,Manchester,1,0.73,4.83,129,5,263.05
S00656,J0656,Sheffield,1,0.83,1.97,88,9,264.6
S00035,J0035,Liverpool,1,0.61,2.14,183,8,266.35
S00862,J0862,Glasgow,1,0.9,1.02,64,7,266.8
S00526,J0526,Sheffield,1,0.51,1.94,76,6,268.2
S00843,J0843,Birmingham,1,0.82,2.5,224,4,268.8
S00360,J0360,Leeds,1,0.71,4.09,93,6,269.85
S00207,J0207,Birmingham,1,0.78,1.86,254,6,270.3
S00608,J0608,Newcastle,1,0.73,3.49,63,11,270.35
S00112,J0112,Liverpool,1,0.55,2.12,89,7,271.05
S00356,J0356,Glasgow,1,0.98,3.56,164,5,273.8
S00564,J0564,Sheffield,1,0.63,4.14,170,6,274.5
S00077,J0077,Bristol,1,0.53,2.18,268,6,276.6
S00204,J0204,Birmingham,1,0.94,3.63,250,5,277.5
S00040,J0040,Bristol,1,0.72,2.97,202,7,279.9
S00297,J0297,Newcastle,1,0.53,2.04,43,9,280.35
S00728,J0728,Manchester,1,0.92,2.0,161,10,282.45
S00192,J0192,Nottingham,1,0.98,3.0,271,7,282.95
S00835,J0835,Newcastle,1,0.99,1.27,267,4,284.15
S00795,J0795,Sheffield,1,0.68,3.13,232,6,284.4
S00533,J0533,Birmingham,1,0.92,3.87,99,10,284.55
S00506,J0506,Birmingham,1,0.88,2.38,12,10,285.4
S00771,J0771,Leeds,1,0.84,1.97,93,7,286.85
S00901,J0901,London,1,0.88,3.78,292,6,287.4
S00689,J0689,Manchester,1,0.61,2.08,160,6,288.0
S00024,J0024,Bristol,1,0.97,4.18,295,4,288.75
S00053,J0053,Manchester,1,0.83,4.39,67,10,290.15
S00105,J0105,Liverpool,1,0.75,4.18,169,8,292.05
